sample_id,condition,modality,content_positions,requested_fraction,interval_position_budget,originally_available,newly_removed_observations,actual_removed_fraction_of_available
KpMCvUyQCXg$_$1,text_10_front,text,24,0.1,2,24,2,0.0833333333333333
KpMCvUyQCXg$_$3,text_10_front,text,13,0.1,1,13,1,0.0769230769230769
KpMCvUyQCXg$_$5,text_10_front,text,20,0.1,2,20,2,0.1
L1eFHRQGFeg$_$2,text_10_front,text,42,0.1,4,42,4,0.0952380952380952
MCsvw5-7lVE$_$1,text_10_front,text,38,0.1,4,38,4,0.1052631578947368
MCsvw5-7lVE$_$2,text_10_front,text,23,0.1,2,23,2,0.0869565217391304
MCsvw5-7lVE$_$4,text_10_front,text,14,0.1,1,14,1,0.0714285714285714
MMpo2bDk-DU$_$10,text_10_front,text,18,0.1,2,18,2,0.1111111111111111
MMpo2bDk-DU$_$17,text_10_front,text,32,0.1,3,32,3,0.09375
MMpo2bDk-DU$_$16,text_10_front,text,20,0.1,2,20,2,0.1
MMpo2bDk-DU$_$19,text_10_front,text,25,0.1,2,25,2,0.08
MjaaudUc5-4$_$1,text_10_front,text,17,0.1,2,17,2,0.1176470588235294
MjaaudUc5-4$_$0,text_10_front,text,6,0.1,1,6,1,0.1666666666666666
MjaaudUc5-4$_$3,text_10_front,text,16,0.1,2,16,2,0.125
MjaaudUc5-4$_$6,text_10_front,text,10,0.1,1,10,1,0.1
MoQmPA7Q07Q$_$1,text_10_front,text,26,0.1,3,26,3,0.1153846153846153
MoQmPA7Q07Q$_$2,text_10_front,text,30,0.1,3,30,3,0.1
N1X63d_jgmw$_$5,text_10_front,text,44,0.1,4,44,4,0.0909090909090909
N5xfBtD6rLY$_$7,text_10_front,text,9,0.1,1,9,1,0.1111111111111111
NoZsdSGnNpI$_$7,text_10_front,text,38,0.1,4,38,4,0.1052631578947368
Nrurc5sMUOE$_$5,text_10_front,text,47,0.1,5,47,5,0.1063829787234042
Nrurc5sMUOE$_$7,text_10_front,text,15,0.1,2,15,2,0.1333333333333333
Nrurc5sMUOE$_$8,text_10_front,text,37,0.1,4,37,4,0.1081081081081081
NzvNW7vP-Co$_$5,text_10_front,text,47,0.1,5,47,5,0.1063829787234042
NzvNW7vP-Co$_$4,text_10_front,text,16,0.1,2,16,2,0.125
NzvNW7vP-Co$_$7,text_10_front,text,38,0.1,4,38,4,0.1052631578947368
OLP0nCKwU6k$_$6,text_10_front,text,47,0.1,5,47,5,0.1063829787234042
OrYBtyO0aPI$_$1,text_10_front,text,17,0.1,2,17,2,0.1176470588235294
OrYBtyO0aPI$_$4,text_10_front,text,6,0.1,1,6,1,0.1666666666666666
PboaYD5hlG8$_$10,text_10_front,text,18,0.1,2,18,2,0.1111111111111111
PboaYD5hlG8$_$3,text_10_front,text,17,0.1,2,17,2,0.1176470588235294
PboaYD5hlG8$_$2,text_10_front,text,16,0.1,2,16,2,0.125
PboaYD5hlG8$_$7,text_10_front,text,35,0.1,4,35,4,0.1142857142857142
PboaYD5hlG8$_$9,text_10_front,text,32,0.1,3,32,3,0.09375
PboaYD5hlG8$_$8,text_10_front,text,33,0.1,3,33,3,0.0909090909090909
Pt-D0LUHDSc$_$2,text_10_front,text,25,0.1,2,25,2,0.08
PwapK9d8IGk$_$4,text_10_front,text,45,0.1,4,45,4,0.0888888888888888
PyQrAYl1bFs$_$0,text_10_front,text,9,0.1,1,9,1,0.1111111111111111
PyQrAYl1bFs$_$3,text_10_front,text,14,0.1,1,14,1,0.0714285714285714
PyQrAYl1bFs$_$4,text_10_front,text,19,0.1,2,19,2,0.1052631578947368
Q4WzApjaCNI$_$0,text_10_front,text,13,0.1,1,13,1,0.0769230769230769
Q7S0tX4FUNA$_$4,text_10_front,text,18,0.1,2,18,2,0.1111111111111111
Q7S0tX4FUNA$_$7,text_10_front,text,10,0.1,1,10,1,0.1
Q7S0tX4FUNA$_$8,text_10_front,text,15,0.1,2,15,2,0.1333333333333333
Qa6Yz62V-Yc$_$0,text_10_front,text,32,0.1,3,32,3,0.09375
QjcQx8_PQfw$_$10,text_10_front,text,24,0.1,2,24,2,0.0833333333333333
QjcQx8_PQfw$_$7,text_10_front,text,22,0.1,2,22,2,0.0909090909090909
QpchvHpGFc8$_$3,text_10_front,text,23,0.1,2,23,2,0.0869565217391304
RArhIHk4Qs4$_$13,text_10_front,text,12,0.1,1,12,1,0.0833333333333333
RArhIHk4Qs4$_$17,text_10_front,text,6,0.1,1,6,1,0.1666666666666666
RArhIHk4Qs4$_$16,text_10_front,text,20,0.1,2,20,2,0.1
RArhIHk4Qs4$_$19,text_10_front,text,10,0.1,1,10,1,0.1
RArhIHk4Qs4$_$1,text_10_front,text,36,0.1,4,36,4,0.1111111111111111
RArhIHk4Qs4$_$2,text_10_front,text,30,0.1,3,30,3,0.1
RArhIHk4Qs4$_$7,text_10_front,text,14,0.1,1,14,1,0.0714285714285714
RArhIHk4Qs4$_$6,text_10_front,text,26,0.1,3,26,3,0.1153846153846153
RArhIHk4Qs4$_$8,text_10_front,text,8,0.1,1,8,1,0.125
RArhIHk4Qs4$_$21,text_10_front,text,7,0.1,1,7,1,0.1428571428571428
ROcTx5VEn7o$_$11,text_10_front,text,35,0.1,4,35,4,0.1142857142857142
ROcTx5VEn7o$_$1,text_10_front,text,12,0.1,1,12,1,0.0833333333333333
ROcTx5VEn7o$_$5,text_10_front,text,24,0.1,2,24,2,0.0833333333333333
ROcTx5VEn7o$_$9,text_10_front,text,15,0.1,2,15,2,0.1333333333333333
RrGpzInAwCg$_$0,text_10_front,text,17,0.1,2,17,2,0.1176470588235294
RzOFxDk26p0$_$1,text_10_front,text,46,0.1,5,46,5,0.108695652173913
RzOFxDk26p0$_$0,text_10_front,text,24,0.1,2,24,2,0.0833333333333333
SHa756SwGJQ$_$0,text_10_front,text,16,0.1,2,16,2,0.125
SHa756SwGJQ$_$2,text_10_front,text,30,0.1,3,30,3,0.1
SHa756SwGJQ$_$4,text_10_front,text,15,0.1,2,15,2,0.1333333333333333
SHa756SwGJQ$_$7,text_10_front,text,16,0.1,2,16,2,0.125
SHa756SwGJQ$_$6,text_10_front,text,13,0.1,1,13,1,0.0769230769230769
TH32jop4FiI$_$15,text_10_front,text,22,0.1,2,22,2,0.0909090909090909
TH32jop4FiI$_$17,text_10_front,text,29,0.1,3,29,3,0.1034482758620689
TWszOxkOV0w$_$1,text_10_front,text,38,0.1,4,38,4,0.1052631578947368
TXCXFYIc3Yo$_$16,text_10_front,text,26,0.1,3,26,3,0.1153846153846153
TXCXFYIc3Yo$_$2,text_10_front,text,20,0.1,2,20,2,0.1
TXCXFYIc3Yo$_$7,text_10_front,text,41,0.1,4,41,4,0.0975609756097561
TXCXFYIc3Yo$_$6,text_10_front,text,21,0.1,2,21,2,0.0952380952380952
TYJzg5IJN8o$_$11,text_10_front,text,48,0.1,5,48,5,0.1041666666666666
TYJzg5IJN8o$_$10,text_10_front,text,28,0.1,3,28,3,0.1071428571428571
TYJzg5IJN8o$_$14,text_10_front,text,29,0.1,3,29,3,0.1034482758620689
TYJzg5IJN8o$_$0,text_10_front,text,30,0.1,3,30,3,0.1
TYJzg5IJN8o$_$4,text_10_front,text,33,0.1,3,33,3,0.0909090909090909
TYJzg5IJN8o$_$7,text_10_front,text,24,0.1,2,24,2,0.0833333333333333
Uc_6d-fkZEc$_$3,text_10_front,text,15,0.1,2,15,2,0.1333333333333333
UlTJmndbGHM$_$1,text_10_front,text,16,0.1,2,16,2,0.125
UlTJmndbGHM$_$4,text_10_front,text,19,0.1,2,19,2,0.1052631578947368
VbV9S4svrTg$_$13,text_10_front,text,8,0.1,1,8,1,0.125
VbV9S4svrTg$_$3,text_10_front,text,15,0.1,2,15,2,0.1333333333333333
VbV9S4svrTg$_$7,text_10_front,text,8,0.1,1,8,1,0.125
VbV9S4svrTg$_$8,text_10_front,text,13,0.1,1,13,1,0.0769230769230769
VinxKpWioTo$_$1,text_10_front,text,48,0.1,5,48,5,0.1041666666666666
VinxKpWioTo$_$0,text_10_front,text,10,0.1,1,10,1,0.1
VinxKpWioTo$_$3,text_10_front,text,28,0.1,3,28,3,0.1071428571428571
VinxKpWioTo$_$5,text_10_front,text,20,0.1,2,20,2,0.1
ViyQVpGW05w$_$1,text_10_front,text,17,0.1,2,17,2,0.1176470588235294
ViyQVpGW05w$_$4,text_10_front,text,13,0.1,1,13,1,0.0769230769230769
ViyQVpGW05w$_$6,text_10_front,text,25,0.1,2,25,2,0.08
Vuay0mVKkik$_$3,text_10_front,text,26,0.1,3,26,3,0.1153846153846153
WmQF5RmbsVQ$_$6,text_10_front,text,48,0.1,5,48,5,0.1041666666666666
Wrcf2xtqbkQ$_$9,text_10_front,text,28,0.1,3,28,3,0.1071428571428571
Wrcf2xtqbkQ$_$8,text_10_front,text,18,0.1,2,18,2,0.1111111111111111
WxajvjGKz7Y$_$0,text_10_front,text,11,0.1,1,11,1,0.0909090909090909
WxajvjGKz7Y$_$3,text_10_front,text,22,0.1,2,22,2,0.0909090909090909
WxajvjGKz7Y$_$6,text_10_front,text,32,0.1,3,32,3,0.09375
XIGpuL-Kkyk$_$12,text_10_front,text,28,0.1,3,28,3,0.1071428571428571
XIGpuL-Kkyk$_$0,text_10_front,text,13,0.1,1,13,1,0.0769230769230769
XIGpuL-Kkyk$_$4,text_10_front,text,21,0.1,2,21,2,0.0952380952380952
XIGpuL-Kkyk$_$7,text_10_front,text,7,0.1,1,7,1,0.1428571428571428
XaVYxIW0FDg$_$2,text_10_front,text,34,0.1,3,34,3,0.088235294117647
XyP8bVmGX6M$_$4,text_10_front,text,18,0.1,2,18,2,0.1111111111111111
XzVapdEr_GY$_$3,text_10_front,text,33,0.1,3,33,3,0.0909090909090909
XzVapdEr_GY$_$4,text_10_front,text,37,0.1,4,37,4,0.1081081081081081
Y7h-S3cJ52o$_$0,text_10_front,text,11,0.1,1,11,1,0.0909090909090909
Y7qkyMyanjU$_$2,text_10_front,text,11,0.1,1,11,1,0.0909090909090909
Y7qkyMyanjU$_$4,text_10_front,text,13,0.1,1,13,1,0.0769230769230769
YbuG8xyUO-o$_$3,text_10_front,text,13,0.1,1,13,1,0.0769230769230769
YbuG8xyUO-o$_$2,text_10_front,text,15,0.1,2,15,2,0.1333333333333333
Z7L3V5bwzI0$_$2,text_10_front,text,27,0.1,3,27,3,0.1111111111111111
ZaoFHcbRM9g$_$3,text_10_front,text,29,0.1,3,29,3,0.1034482758620689
ZaoFHcbRM9g$_$2,text_10_front,text,9,0.1,1,9,1,0.1111111111111111
ZaoFHcbRM9g$_$5,text_10_front,text,14,0.1,1,14,1,0.0714285714285714
ZaoFHcbRM9g$_$9,text_10_front,text,6,0.1,1,6,1,0.1666666666666666
ZaoFHcbRM9g$_$8,text_10_front,text,8,0.1,1,8,1,0.125
Zvisaa77Cng$_$1,text_10_front,text,18,0.1,2,18,2,0.1111111111111111
Zvisaa77Cng$_$5,text_10_front,text,16,0.1,2,16,2,0.125
_7HVhnSYX1Y$_$26,text_10_front,text,16,0.1,2,16,2,0.125
_7HVhnSYX1Y$_$12,text_10_front,text,19,0.1,2,19,2,0.1052631578947368
_7HVhnSYX1Y$_$14,text_10_front,text,10,0.1,1,10,1,0.1
_7HVhnSYX1Y$_$19,text_10_front,text,13,0.1,1,13,1,0.0769230769230769
_7HVhnSYX1Y$_$31,text_10_front,text,13,0.1,1,13,1,0.0769230769230769
_7HVhnSYX1Y$_$3,text_10_front,text,23,0.1,2,23,2,0.0869565217391304
_BvNNdEkhZA$_$14,text_10_front,text,15,0.1,2,15,2,0.1333333333333333
_BvNNdEkhZA$_$19,text_10_front,text,32,0.1,3,32,3,0.09375
_BvNNdEkhZA$_$7,text_10_front,text,23,0.1,2,23,2,0.0869565217391304
_BvNNdEkhZA$_$6,text_10_front,text,28,0.1,3,28,3,0.1071428571428571
_BvNNdEkhZA$_$9,text_10_front,text,16,0.1,2,16,2,0.125
_aZDaIfGfPo$_$1,text_10_front,text,45,0.1,4,45,4,0.0888888888888888
_aZDaIfGfPo$_$0,text_10_front,text,21,0.1,2,21,2,0.0952380952380952
_gr7o5ynhnw$_$13,text_10_front,text,34,0.1,3,34,3,0.088235294117647
_gr7o5ynhnw$_$12,text_10_front,text,14,0.1,1,14,1,0.0714285714285714
_gr7o5ynhnw$_$15,text_10_front,text,48,0.1,5,48,5,0.1041666666666666
_gzYkdjNvPc$_$12,text_10_front,text,9,0.1,1,9,1,0.1111111111111111
_gzYkdjNvPc$_$17,text_10_front,text,17,0.1,2,17,2,0.1176470588235294
_gzYkdjNvPc$_$1,text_10_front,text,26,0.1,3,26,3,0.1153846153846153
_gzYkdjNvPc$_$3,text_10_front,text,16,0.1,2,16,2,0.125
_gzYkdjNvPc$_$2,text_10_front,text,6,0.1,1,6,1,0.1666666666666666
_gzYkdjNvPc$_$5,text_10_front,text,16,0.1,2,16,2,0.125
_gzYkdjNvPc$_$4,text_10_front,text,22,0.1,2,22,2,0.0909090909090909
_gzYkdjNvPc$_$6,text_10_front,text,18,0.1,2,18,2,0.1111111111111111
_gzYkdjNvPc$_$9,text_10_front,text,15,0.1,2,15,2,0.1333333333333333
a-WihYDk6vc$_$8,text_10_front,text,32,0.1,3,32,3,0.09375
a-WihYDk6vc$_$0,text_10_front,text,15,0.1,2,15,2,0.1333333333333333
aFhc2ddipoM$_$14,text_10_front,text,32,0.1,3,32,3,0.09375
aK5tRCXjUvU$_$0,text_10_front,text,16,0.1,2,16,2,0.125
b-FX9NOVQOM$_$1,text_10_front,text,27,0.1,3,27,3,0.1111111111111111
b-FX9NOVQOM$_$4,text_10_front,text,30,0.1,3,30,3,0.1
b1LEcg6z66g$_$0,text_10_front,text,24,0.1,2,24,2,0.0833333333333333
b1LEcg6z66g$_$4,text_10_front,text,30,0.1,3,30,3,0.1
b1LEcg6z66g$_$8,text_10_front,text,24,0.1,2,24,2,0.0833333333333333
bAkUEnPoucg$_$3,text_10_front,text,33,0.1,3,33,3,0.0909090909090909
bNQkb4K5DX0$_$3,text_10_front,text,26,0.1,3,26,3,0.1153846153846153
bNQkb4K5DX0$_$7,text_10_front,text,21,0.1,2,21,2,0.0952380952380952
bWunvAd96zI$_$1,text_10_front,text,18,0.1,2,18,2,0.1111111111111111
bWunvAd96zI$_$2,text_10_front,text,33,0.1,3,33,3,0.0909090909090909
bWunvAd96zI$_$5,text_10_front,text,7,0.1,1,7,1,0.1428571428571428
bWunvAd96zI$_$4,text_10_front,text,17,0.1,2,17,2,0.1176470588235294
bj9e8w4vNxo$_$12,text_10_front,text,42,0.1,4,42,4,0.0952380952380952
bpvYdXVlgvc$_$1,text_10_front,text,10,0.1,1,10,1,0.1
bpvYdXVlgvc$_$3,text_10_front,text,21,0.1,2,21,2,0.0952380952380952
bpvYdXVlgvc$_$4,text_10_front,text,14,0.1,1,14,1,0.0714285714285714
bpvYdXVlgvc$_$6,text_10_front,text,29,0.1,3,29,3,0.1034482758620689
c1a1y9ytHH0$_$0,text_10_front,text,27,0.1,3,27,3,0.1111111111111111
c1a1y9ytHH0$_$3,text_10_front,text,29,0.1,3,29,3,0.1034482758620689
c1a1y9ytHH0$_$7,text_10_front,text,22,0.1,2,22,2,0.0909090909090909
c5cB7AfVgcE$_$12,text_10_front,text,31,0.1,3,31,3,0.0967741935483871
c5cB7AfVgcE$_$5,text_10_front,text,37,0.1,4,37,4,0.1081081081081081
d8BR6hsvzoY$_$1,text_10_front,text,24,0.1,2,24,2,0.0833333333333333
d8BR6hsvzoY$_$0,text_10_front,text,7,0.1,1,7,1,0.1428571428571428
d8BR6hsvzoY$_$2,text_10_front,text,17,0.1,2,17,2,0.1176470588235294
d8BR6hsvzoY$_$5,text_10_front,text,10,0.1,1,10,1,0.1
d8BR6hsvzoY$_$6,text_10_front,text,9,0.1,1,9,1,0.1111111111111111
d8BR6hsvzoY$_$9,text_10_front,text,17,0.1,2,17,2,0.1176470588235294
d8BR6hsvzoY$_$8,text_10_front,text,29,0.1,3,29,3,0.1034482758620689
dBWvtPeHpWM$_$4,text_10_front,text,5,0.1,1,5,1,0.2
dEDbm2ubVRQ$_$0,text_10_front,text,12,0.1,1,12,1,0.0833333333333333
dEDbm2ubVRQ$_$3,text_10_front,text,33,0.1,3,33,3,0.0909090909090909
dEDbm2ubVRQ$_$8,text_10_front,text,16,0.1,2,16,2,0.125
dt641WxonBI$_$1,text_10_front,text,10,0.1,1,10,1,0.1
dt641WxonBI$_$3,text_10_front,text,24,0.1,2,24,2,0.0833333333333333
eOiC1kb17P4$_$0,text_10_front,text,48,0.1,5,48,5,0.1041666666666666
erNDEjQeox8$_$12,text_10_front,text,46,0.1,5,46,5,0.108695652173913
ewBrNsyY82Q$_$4,text_10_front,text,32,0.1,3,32,3,0.09375
fWOIAxzBQFY$_$12,text_10_front,text,24,0.1,2,24,2,0.0833333333333333
fWOIAxzBQFY$_$5,text_10_front,text,16,0.1,2,16,2,0.125
fWOIAxzBQFY$_$7,text_10_front,text,19,0.1,2,19,2,0.1052631578947368
f_ZJ7L14oYQ$_$11,text_10_front,text,40,0.1,4,40,4,0.1
f_ZJ7L14oYQ$_$27,text_10_front,text,26,0.1,3,26,3,0.1153846153846153
f_ZJ7L14oYQ$_$21,text_10_front,text,22,0.1,2,22,2,0.0909090909090909
f_ZJ7L14oYQ$_$17,text_10_front,text,21,0.1,2,21,2,0.0952380952380952
f_ZJ7L14oYQ$_$9,text_10_front,text,29,0.1,3,29,3,0.1034482758620689
f_ZJ7L14oYQ$_$8,text_10_front,text,21,0.1,2,21,2,0.0952380952380952
ffrJ91swyq0$_$1,text_10_front,text,43,0.1,4,43,4,0.0930232558139534
g8Cl74tS3oY$_$2,text_10_front,text,33,0.1,3,33,3,0.0909090909090909
g8Cl74tS3oY$_$6,text_10_front,text,41,0.1,4,41,4,0.0975609756097561
gR4gM_WXesQ$_$10,text_10_front,text,24,0.1,2,24,2,0.0833333333333333
gR4gM_WXesQ$_$26,text_10_front,text,19,0.1,2,19,2,0.1052631578947368
gR4gM_WXesQ$_$20,text_10_front,text,38,0.1,4,38,4,0.1052631578947368
gR4gM_WXesQ$_$24,text_10_front,text,12,0.1,1,12,1,0.0833333333333333
gR4gM_WXesQ$_$18,text_10_front,text,31,0.1,3,31,3,0.0967741935483871
gR4gM_WXesQ$_$3,text_10_front,text,27,0.1,3,27,3,0.1111111111111111
gR4gM_WXesQ$_$4,text_10_front,text,20,0.1,2,20,2,0.1
gR4gM_WXesQ$_$8,text_10_front,text,23,0.1,2,23,2,0.0869565217391304
gVqs4TzqySw$_$1,text_10_front,text,44,0.1,4,44,4,0.0909090909090909
gVqs4TzqySw$_$3,text_10_front,text,25,0.1,2,25,2,0.08
gVqs4TzqySw$_$2,text_10_front,text,27,0.1,3,27,3,0.1111111111111111
gVqs4TzqySw$_$4,text_10_front,text,8,0.1,1,8,1,0.125
goMtnNHQ_z4$_$1,text_10_front,text,16,0.1,2,16,2,0.125
goMtnNHQ_z4$_$2,text_10_front,text,19,0.1,2,19,2,0.1052631578947368
goMtnNHQ_z4$_$13,text_10_front,text,21,0.1,2,21,2,0.0952380952380952
goMtnNHQ_z4$_$12,text_10_front,text,19,0.1,2,19,2,0.1052631578947368
hqzF4IDaIYE$_$0,text_10_front,text,25,0.1,2,25,2,0.08
hqzF4IDaIYE$_$3,text_10_front,text,40,0.1,4,40,4,0.1
hqzF4IDaIYE$_$2,text_10_front,text,29,0.1,3,29,3,0.1034482758620689
hqzF4IDaIYE$_$4,text_10_front,text,13,0.1,1,13,1,0.0769230769230769
hqzF4IDaIYE$_$6,text_10_front,text,9,0.1,1,9,1,0.1111111111111111
hvfaYsv7p8E$_$0,text_10_front,text,20,0.1,2,20,2,0.1
iUXqlrui25c$_$10,text_10_front,text,32,0.1,3,32,3,0.09375
iUXqlrui25c$_$21,text_10_front,text,20,0.1,2,20,2,0.1
iUXqlrui25c$_$23,text_10_front,text,25,0.1,2,25,2,0.08
icbUzboLcDQ$_$0,text_10_front,text,21,0.1,2,21,2,0.0952380952380952
ioupaiAuRr0$_$5,text_10_front,text,29,0.1,3,29,3,0.1034482758620689
ioupaiAuRr0$_$4,text_10_front,text,40,0.1,4,40,4,0.1
jICmfLeFymA$_$16,text_10_front,text,19,0.1,2,19,2,0.1052631578947368
jPrEKz1rAno$_$11,text_10_front,text,14,0.1,1,14,1,0.0714285714285714
jPrEKz1rAno$_$7,text_10_front,text,35,0.1,4,35,4,0.1142857142857142
jPrEKz1rAno$_$6,text_10_front,text,27,0.1,3,27,3,0.1111111111111111
k5ZOshC2LP4$_$1,text_10_front,text,31,0.1,3,31,3,0.0967741935483871
kbGhEJ4W44o$_$0,text_10_front,text,39,0.1,4,39,4,0.1025641025641025
kfsO4c0Ekes$_$7,text_10_front,text,27,0.1,3,27,3,0.1111111111111111
kvUb78Rdzdc$_$3,text_10_front,text,48,0.1,5,48,5,0.1041666666666666
lO87-4Kf0cQ$_$2,text_10_front,text,14,0.1,1,14,1,0.0714285714285714
lO87-4Kf0cQ$_$5,text_10_front,text,18,0.1,2,18,2,0.1111111111111111
lWf5hHRHIDs$_$11,text_10_front,text,13,0.1,1,13,1,0.0769230769230769
lawHYX5eB20$_$1,text_10_front,text,12,0.1,1,12,1,0.0833333333333333
lawHYX5eB20$_$2,text_10_front,text,23,0.1,2,23,2,0.0869565217391304
mHGaQ_nv9UY$_$13,text_10_front,text,48,0.1,5,48,5,0.1041666666666666
mHGaQ_nv9UY$_$14,text_10_front,text,26,0.1,3,26,3,0.1153846153846153
mHGaQ_nv9UY$_$17,text_10_front,text,29,0.1,3,29,3,0.1034482758620689
mHGaQ_nv9UY$_$22,text_10_front,text,48,0.1,5,48,5,0.1041666666666666
mHGaQ_nv9UY$_$5,text_10_front,text,33,0.1,3,33,3,0.0909090909090909
mHGaQ_nv9UY$_$4,text_10_front,text,27,0.1,3,27,3,0.1111111111111111
mLW-jn67gRE$_$20,text_10_front,text,40,0.1,4,40,4,0.1
mLW-jn67gRE$_$17,text_10_front,text,41,0.1,4,41,4,0.0975609756097561
mLW-jn67gRE$_$1,text_10_front,text,14,0.1,1,14,1,0.0714285714285714
mLW-jn67gRE$_$3,text_10_front,text,21,0.1,2,21,2,0.0952380952380952
mLW-jn67gRE$_$5,text_10_front,text,23,0.1,2,23,2,0.0869565217391304
mLW-jn67gRE$_$6,text_10_front,text,35,0.1,4,35,4,0.1142857142857142
mLW-jn67gRE$_$9,text_10_front,text,13,0.1,1,13,1,0.0769230769230769
mjpCK2Edsv8$_$0,text_10_front,text,48,0.1,5,48,5,0.1041666666666666
nUZYqTRSGDw$_$4,text_10_front,text,25,0.1,2,25,2,0.08
nyzIL6YAonY$_$5,text_10_front,text,14,0.1,1,14,1,0.0714285714285714
nyzIL6YAonY$_$6,text_10_front,text,37,0.1,4,37,4,0.1081081081081081
ooAF6I-fmTg$_$3,text_10_front,text,19,0.1,2,19,2,0.1052631578947368
ooAF6I-fmTg$_$5,text_10_front,text,16,0.1,2,16,2,0.125
ooAF6I-fmTg$_$7,text_10_front,text,22,0.1,2,22,2,0.0909090909090909
pOrk7fl1AYo$_$1,text_10_front,text,22,0.1,2,22,2,0.0909090909090909
pOrk7fl1AYo$_$3,text_10_front,text,26,0.1,3,26,3,0.1153846153846153
pOrk7fl1AYo$_$2,text_10_front,text,10,0.1,1,10,1,0.1
pOrk7fl1AYo$_$4,text_10_front,text,19,0.1,2,19,2,0.1052631578947368
q9yDL81QppI$_$1,text_10_front,text,23,0.1,2,23,2,0.0869565217391304
q9yDL81QppI$_$0,text_10_front,text,24,0.1,2,24,2,0.0833333333333333
q9yDL81QppI$_$2,text_10_front,text,25,0.1,2,25,2,0.08
qK77ZmbqmOM$_$9,text_10_front,text,21,0.1,2,21,2,0.0952380952380952
qK77ZmbqmOM$_$0,text_10_front,text,32,0.1,3,32,3,0.09375
qY1sXq-YCHs$_$8,text_10_front,text,15,0.1,2,15,2,0.1333333333333333
qmMSumMloAs$_$1,text_10_front,text,30,0.1,3,30,3,0.1
qmMSumMloAs$_$3,text_10_front,text,15,0.1,2,15,2,0.1333333333333333
qmMSumMloAs$_$2,text_10_front,text,41,0.1,4,41,4,0.0975609756097561
r13W4H8ZhqI$_$12,text_10_front,text,20,0.1,2,20,2,0.1
r13W4H8ZhqI$_$1,text_10_front,text,42,0.1,4,42,4,0.0952380952380952
r13W4H8ZhqI$_$5,text_10_front,text,15,0.1,2,15,2,0.1333333333333333
r13W4H8ZhqI$_$8,text_10_front,text,27,0.1,3,27,3,0.1111111111111111
r5ijC2W9ddk$_$8,text_10_front,text,33,0.1,3,33,3,0.0909090909090909
r5ijC2W9ddk$_$0,text_10_front,text,15,0.1,2,15,2,0.1333333333333333
r9tgDqXEcuc$_$4,text_10_front,text,22,0.1,2,22,2,0.0909090909090909
rf0yDSeVEUA$_$1,text_10_front,text,48,0.1,5,48,5,0.1041666666666666
rf0yDSeVEUA$_$0,text_10_front,text,26,0.1,3,26,3,0.1153846153846153
rf0yDSeVEUA$_$3,text_10_front,text,48,0.1,5,48,5,0.1041666666666666
rojyUp4FPSg$_$26,text_10_front,text,48,0.1,5,48,5,0.1041666666666666
rojyUp4FPSg$_$20,text_10_front,text,32,0.1,3,32,3,0.09375
rojyUp4FPSg$_$21,text_10_front,text,13,0.1,1,13,1,0.0769230769230769
rojyUp4FPSg$_$23,text_10_front,text,7,0.1,1,7,1,0.1428571428571428
rojyUp4FPSg$_$5,text_10_front,text,27,0.1,3,27,3,0.1111111111111111
rojyUp4FPSg$_$7,text_10_front,text,45,0.1,4,45,4,0.0888888888888888
rojyUp4FPSg$_$9,text_10_front,text,26,0.1,3,26,3,0.1153846153846153
rojyUp4FPSg$_$10,text_10_front,text,14,0.1,1,14,1,0.0714285714285714
rojyUp4FPSg$_$12,text_10_front,text,7,0.1,1,7,1,0.1428571428571428
rojyUp4FPSg$_$16,text_10_front,text,12,0.1,1,12,1,0.0833333333333333
rojyUp4FPSg$_$18,text_10_front,text,17,0.1,2,17,2,0.1176470588235294
rojyUp4FPSg$_$37,text_10_front,text,21,0.1,2,21,2,0.0952380952380952
rojyUp4FPSg$_$36,text_10_front,text,6,0.1,1,6,1,0.1666666666666666
rojyUp4FPSg$_$34,text_10_front,text,34,0.1,3,34,3,0.088235294117647
rojyUp4FPSg$_$32,text_10_front,text,7,0.1,1,7,1,0.1428571428571428
rwNlqh0k1j4$_$15,text_10_front,text,43,0.1,4,43,4,0.0930232558139534
rwNlqh0k1j4$_$3,text_10_front,text,17,0.1,2,17,2,0.1176470588235294
rwNlqh0k1j4$_$2,text_10_front,text,22,0.1,2,22,2,0.0909090909090909
rwNlqh0k1j4$_$7,text_10_front,text,32,0.1,3,32,3,0.09375
sC16n1k66io$_$2,text_10_front,text,32,0.1,3,32,3,0.09375
sC16n1k66io$_$16,text_10_front,text,12,0.1,1,12,1,0.0833333333333333
sPremsknoLM$_$1,text_10_front,text,6,0.1,1,6,1,0.1666666666666666
ssqiwP19JhM$_$10,text_10_front,text,39,0.1,4,39,4,0.1025641025641025
ssqiwP19JhM$_$2,text_10_front,text,22,0.1,2,22,2,0.0909090909090909
szic2IB9HB4$_$5,text_10_front,text,13,0.1,1,13,1,0.0769230769230769
tQ-CIfgj-Js$_$3,text_10_front,text,48,0.1,5,48,5,0.1041666666666666
tXQpm-nKxNA$_$5,text_10_front,text,19,0.1,2,19,2,0.1052631578947368
tXQpm-nKxNA$_$7,text_10_front,text,29,0.1,3,29,3,0.1034482758620689
uacdDoBtT1k$_$0,text_10_front,text,48,0.1,5,48,5,0.1041666666666666
uacdDoBtT1k$_$6,text_10_front,text,28,0.1,3,28,3,0.1071428571428571
unNY4zIk8MM$_$1,text_10_front,text,30,0.1,3,30,3,0.1
